FRAGANCIAS,ATP500236,1,200084602,200098669,3,1,ATP,Individual,209,0
FRAGANCIAS,ATP500236,1,200091328,200098673,3,1,ATP,Individual,209,0
FRAGANCIAS,ATP500237,1,200051255,200085506,3,1,ATP,Individual,209,0
FRAGANCIAS,ATP500237,1,200091736,200091736,3,1,ATP,Individual,209,0
FRAGANCIAS,ATP500237,1,200037781,200083913,3,1,ATP,Individual,209,0
COMPLEMENTOS,SR500059,0,210088008,210088008,0,1,SR,Sets,212,0
HOGAR,SR500059,0,210092784,210092784,0,1,SR,Sets,212,0
RELOJES,SR500050,0,210093339,210093339,0,1,SR,Sets,212,0
BIJOUTERIE,SR500050,0,210093166,210093166,0,1,SR,Sets,212,0
BIJOUTERIE,SR500051,0,210093244,210093244,0,1,SR,Sets,212,0
BIJOUTERIE,SR500051,0,210093160,210093160,0,1,SR,Sets,212,0
COMPLEMENTOS,SR500052,0,210091487,210091487,0,1,SR,Sets,212,0
COMPLEMENTOS,SR500052,0,210091485,210091485,0,1,SR,Sets,212,0
COMPLEMENTOS,SR500054,0,210092889,210092889,0,1,SR,Sets,212,0
COMPLEMENTOS,SR500054,0,210094085,210094085,0,1,SR,Sets,212,0
COMPLEMENTOS,SR500055,0,210092848,210092848,0,1,SR,Sets,212,0
COMPLEMENTOS,SR500055,0,210092847,210092847,0,1,SR,Sets,212,0
COMPLEMENTOS,SR500056,0,210092872,210092872,0,1,SR,Sets,212,0
BIJOUTERIE,SR500056,0,210091683,210091683,0,1,SR,Sets,212,0
COMPLEMENTOS,SR500057,0,210092820,210092820,0,1,SR,Sets,212,0
CUIDADO PERSONAL,SR500057,0,200056743,200082687,0,1,SR,Sets,212,0
COMPLEMENTOS,SR500058,0,210091525,210091525,0,1,SR,Sets,212,0
FRAGANCIAS,SR500058,0,200083615,200083615,0,1,SR,Sets,212,0
FRAGANCIAS,ODD500062,0,200051255,200085506,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500062,0,200091736,200091736,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500073,0,200037781,200083913,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500073,0,200050979,200086399,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500084,0,200099162,200099162,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500084,0,200095543,200095543,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500084,0,200095516,200095516,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500095,0,200091736,200091736,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500095,0,200082480,200082480,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500106,0,200083139,200083139,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500106,0,200051481,200091343,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500117,0,200095935,200095935,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500117,0,200094533,200094533,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500119,0,200083139,200083139,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500119,0,200037781,200083913,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500121,0,200095364,200095364,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500121,0,200095184,200095184,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500121,0,200091553,200091553,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500121,0,200046798,200088517,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500121,0,200053951,200088516,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500064,0,200084604,200084604,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500064,0,200095794,200095794,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500065,0,200094964,200094964,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500065,0,200085864,200085864,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500066,0,200095903,200095903,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500066,0,200072613,200072613,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500067,0,200095635,200095635,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500067,0,200083436,200083436,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500068,0,200098481,200098481,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500068,0,200092022,200092022,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500069,0,200072593,200095911,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500069,0,200091613,200091613,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500070,0,200095897,200095897,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500070,0,200091709,200091709,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500071,0,200098481,200098481,0,3,ODD,Volumen x3,210,0
FRAGANCIAS,ODD500072,0,200097947,200097947,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500072,0,200048978,200076877,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500074,0,200060357,200093188,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500074,0,200049918,200093184,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500075,0,200098645,200098645,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500075,0,200089168,200089168,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500076,0,200094941,200094941,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500076,0,200094937,200094937,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500077,0,200083615,200083615,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500077,0,200044715,200069856,0,1,ODD,Sets,214,0
MAQUILLAJE,ODD500078,1,P0261050000,200077441,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500078,1,P0261050000,200076057,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500078,1,P0261050000,200076056,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500078,1,P0261050000,200077440,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500078,1,P0261050000,200076058,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500078,1,P0261050000,200077442,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500078,1,P0280092000,200082706,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500079,1,P0250055000,200095764,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500079,1,P0250055000,200095765,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500079,1,P0250055000,200095766,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500079,1,P0261097003,200098925,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500079,1,P0261097003,200098924,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500079,1,P0261097003,200098922,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500079,1,P0261097003,200098921,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500079,1,P0261097003,200098926,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500079,1,P0261097003,200098923,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500080,1,P0261052003,200094567,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500080,1,P0261052003,200089542,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500080,1,P0261052003,200094568,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500080,1,P0261052003,200089538,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500080,1,P0261052003,200089536,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500080,1,P0261052003,200089541,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500080,1,P0261052003,200094570,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500080,1,P0261052003,200089535,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500080,1,P0261052003,200089537,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500080,1,P0261052003,200094573,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500080,1,P0279086000,200077266,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500080,1,P0279086000,200077267,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500081,1,P0250053000,200095428,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500081,1,P0250053000,200095429,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500081,1,P0250053000,200097107,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500081,1,P0280092000,200082706,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500082,1,P0260067000,200083993,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500082,1,P0260067000,200083992,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500082,1,P0260067000,200083991,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500082,1,P0260067000,200083990,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500082,1,P0260067000,200083994,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500082,1,P0260067000,200083995,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500082,1,P0250055000,200095764,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500082,1,P0250055000,200095765,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500082,1,P0250055000,200095766,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500086,1,200060404,200090505,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500086,1,P0210072000,210056391,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500086,1,P0210072000,210056393,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500086,1,P0210072000,210056392,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500086,1,P0210072000,210056434,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500087,1,P0292141009,210090591,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500087,1,P0292141009,210090586,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500087,1,P0292141009,210090584,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500087,1,P0292141009,210090587,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500087,1,P0292141009,210090585,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500087,1,P0292141009,210090589,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500087,1,P0292141009,210090593,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500087,1,P0292141009,210090590,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500087,1,P0292141009,210090588,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500087,1,P0292141009,210090592,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500087,1,P0292090005,200095333,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500088,1,P0292141004,210089302,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500088,1,P0292141004,210089309,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500088,1,P0292141004,210089308,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500088,1,P0292141004,210092760,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500088,1,P0292141004,210089306,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500088,1,P0292141004,210089310,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500088,1,P0292141004,210089304,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500088,1,P0292141004,210089312,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500088,1,P0292141004,210089305,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500088,1,P0292141004,210089313,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500088,1,P0292063000,210085580,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500088,1,P0292063000,210085581,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500088,1,P0292063000,210085582,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500088,1,P0292063000,210085583,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500089,1,P0292082008,200095315,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500089,1,P0210133000,200097596,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500089,1,P0210133000,200097601,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500089,1,P0210133000,200097597,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500089,1,P0210133000,200097604,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500089,1,P0210133000,200097599,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500089,1,P0210133000,200097602,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500089,1,P0210133000,200097603,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500089,1,P0210133000,200097598,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500089,1,P0210133000,200097600,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500090,1,P0132056004,210092718,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500090,1,P0197101008,200090367,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500090,1,P0197101008,200093872,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500090,1,P0197101008,200098071,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500090,1,P0197101008,200098072,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500090,1,P0197101008,200098073,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500090,1,P0197101008,200094926,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500090,1,P0197101008,200098066,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500090,1,P0197101008,200090369,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500090,1,P0197101008,200090373,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500090,1,P0197101008,200094924,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500091,1,200091230,200091230,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500091,1,P0197132000,210085428,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500091,1,P0197132000,210085429,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500091,1,P0197132000,210085433,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500091,1,P0197132000,210085430,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500091,1,P0197132000,210085431,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500091,1,P0197132000,210085435,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500091,1,P0197132000,210085434,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500092,1,P0197135000,200087605,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500092,1,P0197086001,210085436,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500092,1,P0197086001,210085437,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500092,1,P0197086001,210086372,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500092,1,P0197086001,210085438,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500092,1,P0197086001,210085439,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500092,1,P0197086001,210085443,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500092,1,P0197086001,210085440,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500093,1,P0132056003,200096224,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500093,1,P0132053006,200097325,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500093,1,P0132053006,200095874,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500093,1,P0132053006,200095877,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500093,1,P0132053006,200097324,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500093,1,P0132053006,200095875,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500093,1,P0132053006,200095876,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500093,1,P0132053006,200097327,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500093,1,P0132053006,200097326,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500093,1,P0132053006,200097323,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500093,1,P0132053006,200095878,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500094,1,P0197143004,200100070,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500094,1,P0197143004,200100071,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500094,1,P0197143004,200100260,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500094,1,P0197143004,200100258,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500094,1,P0197143004,200100257,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500094,1,P0197143004,200100262,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500094,1,P0197143004,200100261,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500094,1,P0197143004,200100259,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500094,1,200091886,200091886,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500096,0,P0132056004,210092718,0,3,ODD,Volumen x3,210,0
TRATAMIENTO FACIAL,ODD500097,0,200097895,200097895,0,3,ODD,Volumen x3,210,0
TRATAMIENTO FACIAL,ODD500098,0,200067092,200086106,0,3,ODD,Volumen x3,210,0
TRATAMIENTO FACIAL,ODD500099,0,200082461,200092901,0,1,ODD,Sets,214,0
TRATAMIENTO FACIAL,ODD500099,0,200064824,200092899,0,1,ODD,Sets,214,0
TRATAMIENTO FACIAL,ODD500099,0,200064826,200092849,0,1,ODD,Sets,214,0
TRATAMIENTO FACIAL,ODD500100,0,200061196,200089487,0,1,ODD,Sets,214,0
TRATAMIENTO FACIAL,ODD500100,0,200064580,200097183,0,1,ODD,Sets,214,0
TRATAMIENTO FACIAL,ODD500101,0,200095850,200095850,0,1,ODD,Sets,214,0
TRATAMIENTO FACIAL,ODD500101,0,200095834,200095834,0,1,ODD,Sets,214,0
TRATAMIENTO CORPORAL,ODD500102,0,200095385,200095385,0,3,ODD,Volumen x3,210,0
TRATAMIENTO CORPORAL,ODD500103,0,200056815,200089508,0,1,ODD,Sets,214,0
TRATAMIENTO CORPORAL,ODD500103,0,200090383,200090383,0,1,ODD,Sets,214,0
TRATAMIENTO CORPORAL,ODD500104,0,200096723,200096723,0,1,ODD,Sets,214,0
TRATAMIENTO CORPORAL,ODD500104,0,200056258,200092456,0,1,ODD,Sets,214,0
TRATAMIENTO CORPORAL,ODD500104,0,200090384,200090384,0,1,ODD,Sets,214,0
TRATAMIENTO CORPORAL,ODD500105,0,200070075,200085752,0,1,ODD,Sets,214,0
TRATAMIENTO CORPORAL,ODD500105,0,200061181,200061181,0,1,ODD,Sets,214,0
TRATAMIENTO CORPORAL,ODD500107,0,200050981,200086881,0,1,ODD,Sets,214,0
TRATAMIENTO CORPORAL,ODD500107,0,200095790,200095790,0,1,ODD,Sets,214,0
TRATAMIENTO CORPORAL,ODD500108,0,200092164,200092164,0,3,ODD,Volumen x3,210,0
TRATAMIENTO CORPORAL,ODD500109,0,200100717,200100717,0,3,ODD,Volumen x3,210,0
CUIDADO PERSONAL,ODD500110,0,200069897,200092282,0,3,ODD,Volumen x3,210,0
CUIDADO PERSONAL,ODD500111,0,200060272,200092344,0,1,ODD,Sets,214,0
CUIDADO PERSONAL,ODD500111,0,200060231,200091268,0,1,ODD,Sets,214,0
CUIDADO PERSONAL,ODD500111,0,200076160,200090433,0,1,ODD,Sets,214,0
CUIDADO PERSONAL,ODD500111,0,200059968,200059968,0,1,ODD,Sets,214,0
CUIDADO PERSONAL,ODD500112,0,200080229,200091269,0,1,ODD,Sets,214,0
CUIDADO PERSONAL,ODD500112,0,200061136,200085595,0,1,ODD,Sets,214,0
CUIDADO PERSONAL,ODD500113,0,200084785,200084785,0,3,ODD,Volumen x3,210,0
CUIDADO PERSONAL,ODD500115,0,200084785,200084785,0,1,ODD,Sets,214,0
CUIDADO PERSONAL,ODD500115,0,200092361,200092361,0,1,ODD,Sets,214,0
CUIDADO PERSONAL,ODD500116,0,210086712,210086712,0,3,ODD,Volumen x3,210,0
CUIDADO PERSONAL,ODD500118,0,200092281,200092281,0,3,ODD,Volumen x3,210,0
FRAGANCIAS,ODD500063,0,200098519,200098519,0,1,ODD,Sets,214,0
FRAGANCIAS,ODD500063,0,200058349,200086397,0,1,ODD,Sets,214,0
MAQUILLAJE,ODD500083,1,P0210061000,210085643,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500083,1,P0210061000,210085644,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500083,1,200038994,200085428,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500085,1,P0210052000,200084297,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500085,1,P0210052000,200084295,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500085,1,P0210052000,200084296,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500085,1,P0210052000,200084298,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500085,1,P0210111001,200094874,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500085,1,P0210111001,200094848,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500085,1,P0210111001,200094871,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500085,1,P0210111001,200094865,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500085,1,P0210111001,200094855,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500085,1,P0210111001,200094861,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500085,1,P0210111001,200094873,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500085,1,P0210111001,200094862,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500085,1,P0210111001,200094872,1,1,ODD,Sets,214,0
MAQUILLAJE,ODD500085,1,P0210111001,200094868,1,1,ODD,Sets,214,0
TRATAMIENTO FACIAL,GND500133,0,200094945,200094945,0,1,GND,Individual,202,0
TRATAMIENTO FACIAL,GND500144,0,200094946,200094946,0,1,GND,Sets,213,0
TRATAMIENTO FACIAL,GND500144,0,200094950,200094950,0,1,GND,Sets,213,0
TRATAMIENTO FACIAL,GND500155,0,200094947,200094947,0,1,GND,Sets,213,0
TRATAMIENTO FACIAL,GND500155,0,200094949,200094949,0,1,GND,Sets,213,0
TRATAMIENTO FACIAL,GND500166,0,200094945,200094945,0,1,GND,Sets,213,0
TRATAMIENTO FACIAL,GND500166,0,200094946,200094946,0,1,GND,Sets,213,0
TRATAMIENTO FACIAL,GND500166,0,200094950,200094950,0,1,GND,Sets,213,0
TRATAMIENTO FACIAL,GND500177,0,200094949,200094949,0,1,GND,Sets,213,0
TRATAMIENTO FACIAL,GND500177,0,200094945,200094945,0,1,GND,Sets,213,0
TRATAMIENTO FACIAL,GND500177,0,200094947,200094947,0,1,GND,Sets,213,0
TRATAMIENTO FACIAL,GND500188,0,200094945,200094945,0,1,GND,Sets,213,0
TRATAMIENTO FACIAL,GND500188,0,200094946,200094946,0,1,GND,Sets,213,0
TRATAMIENTO FACIAL,GND500188,0,200094947,200094947,0,1,GND,Sets,213,0
FRAGANCIAS,GND500199,0,200098267,200098267,0,1,GND,Individual,202,0
FRAGANCIAS,GND500210,0,200098267,200098267,0,1,GND,Sets,213,0
FRAGANCIAS,GND500210,0,200098269,200098269,0,1,GND,Sets,213,0
TRATAMIENTO CORPORAL,GND500210,0,200100408,200100408,0,1,GND,Sets,213,0
FRAGANCIAS,GND500221,0,200100673,200100673,0,1,GND,Sets,213,0
FRAGANCIAS,GND500221,0,200098267,200098267,0,1,GND,Sets,213,0
FRAGANCIAS,GND500221,0,200098269,200098269,0,1,GND,Sets,213,0
FRAGANCIAS,GND500134,0,200098267,200098267,0,1,GND,Sets,213,0
FRAGANCIAS,GND500134,0,200098269,200098269,0,1,GND,Sets,213,0
FRAGANCIAS,GND500134,0,200085864,200085864,0,1,GND,Sets,213,0
FRAGANCIAS,GND500136,0,200083436,200083436,0,2,GND,Sets,213,0
FRAGANCIAS,GND500136,0,200091463,200091463,0,2,GND,Sets,213,0
FRAGANCIAS,GND500136,0,200099305,200099305,0,2,GND,Sets,213,0
FRAGANCIAS,GND500138,0,200099099,200099099,0,1,GND,Sets,213,0
FRAGANCIAS,GND500138,0,200099531,200099531,0,1,GND,Sets,213,0
FRAGANCIAS,GND500139,0,200099099,200099099,0,2,GND,Sets,213,0
FRAGANCIAS,GND500139,0,200039855,200039855,0,1,GND,Sets,213,0
FRAGANCIAS,GND500140,0,200099099,200099099,0,4,GND,Sets,213,0
FRAGANCIAS,GND500140,0,200039855,200039855,0,1,GND,Sets,213,0
FRAGANCIAS,GND500140,0,200060760,200060760,0,1,GND,Sets,213,0
FRAGANCIAS,GND500141,0,200099099,200099099,0,8,GND,Sets,213,0
FRAGANCIAS,GND500141,0,200039855,200039855,0,1,GND,Sets,213,0
FRAGANCIAS,GND500141,0,200060760,200060760,0,1,GND,Sets,213,0
FRAGANCIAS,GND500141,0,200097947,200097947,0,2,GND,Sets,213,0
MAQUILLAJE,GND500142,1,P0261097003,200098922,1,1,GND,Individual,202,0
MAQUILLAJE,GND500142,1,P0261097003,200098921,1,1,GND,Individual,202,0
MAQUILLAJE,GND500142,1,P0261097003,200098923,1,1,GND,Individual,202,0
MAQUILLAJE,GND500142,1,P0261097003,200098926,1,1,GND,Individual,202,0
MAQUILLAJE,GND500142,1,P0261097003,200098925,1,1,GND,Individual,202,0
